under_y,theta,distance
104,-22.446138,6.4067125
105,-22.583559375,6.234003
106,-22.722648,6.0612874
107,-22.863403875,5.895015
108,-23.005827,5.734372
109,-23.149917375,5.5737047
110,-23.295675,5.4164515
111,-23.443099875,5.2615376
112,-23.592192,5.1125383
113,-23.742951375,4.965431
114,-23.895378,4.8182874
115,-24.049471875,4.6711063
116,-24.205233,4.5238857
117,-24.362661375,4.3766274
118,-24.521757,4.229332
119,-24.682519875,4.081997
120,-24.84495,3.9346254
121,-25.009047375,3.787215
0,-16.814999999999998,98.07351
1,-16.77994975,95.74449
2,-16.746523999999994,93.47295
3,-16.714722749999996,91.189865
4,-16.684546,88.90047
5,-16.65599375,86.58469
6,-16.629065999999998,84.25866
7,-16.603762749999998,82.11052
8,-16.580084,80.2399
9,-16.55802975,78.22763
10,-16.537599999999998,75.88351
11,-16.518794749999998,73.64516
12,-16.501614,71.85435
13,-16.48605775,69.35396
14,-16.472126,65.73553
15,-16.459818749999997,62.315155
16,-16.449136,59.694347
17,-16.44007775,57.66197
18,-16.432643999999996,55.438225
19,-16.42683475,53.226093
20,-16.422649999999997,51.590485
21,-16.420089749999995,49.97381
22,-16.419154,48.34947
23,-16.419842749999997,46.670998
24,-16.422156,44.961433
25,-16.426093749999996,43.61879
26,-16.431655999999997,42.238476
27,-16.43884275,41.097923
28,-16.447654,40.16365
29,-16.45808975,39.21247
30,-16.47015,38.198402
31,-16.48383475,37.156372
32,-16.499144,36.0794
33,-16.516077749999997,35.02235
34,-16.534636,34.029774
35,-16.55481875,33.04986
36,-16.576626,32.071095
37,-16.600057749999998,31.115086
38,-16.625114,30.247492
39,-16.65179475,29.38093
40,-16.680099999999996,28.55403
41,-16.710029749999997,27.79429
42,-16.741584,27.149597
43,-16.77476275,26.553667
44,-16.809565999999997,26.02553
45,-16.845993749999998,25.521753
46,-16.884046,25.064245
47,-16.92372275,24.610683
48,-16.965024,24.152239
49,-17.007949749999998,23.68844
50,-17.0525,23.228966
51,-17.098674749999997,22.786062
52,-17.146473999999998,22.37691
53,-17.19589775,21.973478
54,-17.246945999999998,21.562876
55,-17.299618749999997,21.120546
56,-17.353915999999998,20.674442
57,-17.40983775,20.219364
58,-17.467384,19.771347
59,-17.52655475,19.33769
60,-17.587349999999997,18.920513
61,-17.649769749999997,18.507677
62,-17.713814,18.063318
63,-17.77948275,17.60265
64,-17.846776,17.172445
65,-17.91569375,16.746168
66,-17.986235999999998,16.32549
67,-18.05840275,15.934929
68,-18.132194,15.579816
69,-18.20760975,15.225562
70,-18.28465,14.85564
71,-18.36331475,14.480518
72,-18.443604,14.113085
73,-18.52551775,13.754924
74,-18.609056,13.397142
75,-18.69421875,13.01502
76,-18.781006,12.631363
77,-18.86941775,12.267051
78,-18.959454,11.924012
79,-19.05111475,11.591149
80,-19.1444,11.274683
81,-19.23930975,10.962185
82,-19.335844,10.678822
83,-19.43400275,10.430971
84,-19.533786,10.18044
85,-19.63519375,9.936653
86,-19.738226,9.704151
87,-19.84288275,9.474112
88,-19.949164,9.247782
89,-20.05706975,9.026275
90,-20.166599999999995,8.8428135
91,-20.27775475,8.662615
92,-20.390534,8.4843645
93,-20.50493775,8.310696
94,-20.620966,8.137018
95,-20.73861875,7.963333
96,-20.857896,7.790253
97,-20.97879775,7.6177344
98,-21.101324,7.4454103
99,-21.22547475,7.273054
100,-21.35125,7.100662
101,-21.47864975,6.9282336
102,-21.607674,6.755888
103,-21.738322749999995,6.5855656
104,-21.870595999999995,6.4151673
105,-22.00449375,6.2446957
106,-22.140016,6.0748305
107,-22.27716275,5.9163523
108,-22.415934,5.7577806
109,-22.55632975,5.599116
110,-22.69835,5.4403596
111,-22.84199475,5.2857494
112,-22.987264,5.1317673
113,-23.13415775,4.979887
114,-23.282676,4.8322377
115,-23.43281875,4.685147
116,-23.584586,4.5380173
117,-23.737977749999995,4.390852
118,-23.892994,4.243647
119,-24.04963475,4.0964084
120,-24.2079,3.94913
121,-24.36778975,3.8018167
0,-16.3725,97.81708
1,-16.338372125000003,95.43716
2,-16.305825999999996,93.154274
3,-16.274861624999996,90.8542
4,-16.245479,88.536995
5,-16.217678125,86.22111
6,-16.191459,83.906525
7,-16.166821625,81.766396
8,-16.143766,79.89479
9,-16.122292125,77.79561
10,-16.1024,75.58118
11,-16.084089625,73.27687
12,-16.067361000000002,71.36398
13,-16.052214125,68.68681
14,-16.038649,64.827805
15,-16.026665625,61.73641
16,-16.016264,59.089157
17,-16.007444125000003,57.25591
18,-16.000206,55.028706
19,-15.994549625,52.900204
20,-15.990475,51.295937
21,-15.987982124999997,49.69275
22,-15.987071,48.0705
23,-15.987741625,46.39425
24,-15.989994,44.696873
25,-15.993828125,43.323242
26,-15.999244,42.0754
27,-16.006241624999998,40.956173
28,-16.014821,40.023796
29,-16.024982125,39.07467
30,-16.036725,38.07759
31,-16.050049625,37.035336
32,-16.064956000000002,35.95839
33,-16.081444124999997,34.896744
34,-16.099514,33.9066
35,-16.119165625,32.929764
36,-16.140399000000002,31.952105
37,-16.163214125,30.990442
38,-16.187611,30.125074
39,-16.213589625,29.262747
40,-16.241149999999998,28.433947
41,-16.270292125,27.693157
42,-16.301016,27.063787
43,-16.333321625000004,26.468302
44,-16.367209,25.946257
45,-16.402678125,25.439285
46,-16.439729000000003,24.979939
47,-16.478361625,24.523584
48,-16.518576,24.068104
49,-16.560372125,23.613375
50,-16.60375,23.157497
51,-16.648709625,22.730623
52,-16.695251,22.318655
53,-16.743374125,21.922035
54,-16.793079,21.511696
55,-16.844365625,21.088348
56,-16.897234,20.643236
57,-16.951684125,20.17951
58,-17.007716000000002,19.734268
59,-17.065329625,19.302683
60,-17.124525,18.882425
61,-17.185302125,18.453554
62,-17.247661,18.020077
63,-17.311601625,17.565508
64,-17.377124,17.122906
65,-17.444228125000002,16.694193
66,-17.512914,16.26571
67,-17.583181625,15.868317
68,-17.655031,15.494507
69,-17.728462125,15.128304
70,-17.803475000000002,14.74877
71,-17.880069625,14.371134
72,-17.958246000000003,13.999571
73,-18.038004125,13.640905
74,-18.119344,13.282609
75,-18.202265625,12.918062
76,-18.286769000000003,12.533955
77,-18.372854125,12.181381
78,-18.460521,11.839155
79,-18.549769625,11.495773
80,-18.640600000000003,11.194195
81,-18.733012125,10.9034
82,-18.827006,10.623302
83,-18.922581625,10.364095
84,-19.019739,10.158726
85,-19.118478125,9.9297695
86,-19.218799,9.700815
87,-19.320701625,9.475875
88,-19.424186,9.250923
89,-19.529252125,9.032271
90,-19.6359,8.849699
91,-19.744129625000003,8.670893
92,-19.853941000000003,8.495995
93,-19.965334125,8.322477
94,-20.078309,8.148925
95,-20.192865625,7.975338
96,-20.309004,7.801918
97,-20.426724125,7.631871
98,-20.546026,7.462073
99,-20.666909625,7.292203
100,-20.789375,7.122257
101,-20.913422125,6.9522405
102,-21.039051,6.78215
103,-21.166261625,6.611986
104,-21.295054,6.4417496
105,-21.425428125,6.2714405
106,-21.557384,6.108076
107,-21.690921625,5.9498024
108,-21.826041,5.79144
109,-21.962742125,5.632987
110,-22.101025,5.477033
111,-22.240889625,5.323388
112,-22.382336,5.1696453
113,-22.525364125,5.015803
114,-22.669974,4.8618617
115,-22.816165625000004,4.7084866
116,-22.963939,4.5583105
117,-23.113294125,4.4101157
118,-23.264231,4.261857
119,-23.416749625,4.113537
120,-23.57085,3.9651535
121,-23.726532125,3.8167074
0,-15.93,97.517365
1,-15.896794500000002,95.1121
2,-15.865127999999997,92.80406
3,-15.835000499999998,90.48935
4,-15.806412,88.17279
5,-15.7793625,85.85753
6,-15.753851999999998,83.54353
7,-15.7298805,81.42227
8,-15.707448,79.549675
9,-15.6865545,77.471
10,-15.667199999999998,75.27884
11,-15.6493845,72.91551
12,-15.633108,70.827194
13,-15.6183705,67.998924
14,-15.605172,63.892017
15,-15.593512499999996,61.18508
16,-15.583392,58.71264
17,-15.574810500000003,56.920387
18,-15.567768,54.687557
19,-15.5622645,52.605583
20,-15.5583,51.001385
21,-15.555874499999996,49.39824
22,-15.554988,47.791534
23,-15.5556405,46.1175
24,-15.557832,44.406845
25,-15.5615625,43.113407
26,-15.566832,41.94185
27,-15.5736405,40.814426
28,-15.581988,39.882915
29,-15.5918745,38.93686
30,-15.6033,37.956573
31,-15.6162645,36.914627
32,-15.630768000000003,35.83766
33,-15.646810499999996,34.772278
34,-15.664392,33.786446
35,-15.6835125,32.809464
36,-15.704172000000002,31.8329
37,-15.726370499999998,30.865799
38,-15.750108,29.999537
39,-15.7753845,29.14706
40,-15.802199999999996,28.316675
41,-15.8305545,27.604792
42,-15.860448000000002,26.976765
43,-15.891880500000005,26.385801
44,-15.924852,25.865467
45,-15.9593625,25.356518
46,-15.995412000000002,24.897131
47,-16.0330005,24.438997
48,-16.072128,23.983545
49,-16.1127945,23.523636
50,-16.155,23.091581
51,-16.1987445,22.669233
52,-16.244028,22.25477
53,-16.2908505,21.858456
54,-16.339212,21.45693
55,-16.3891125,21.04099
56,-16.440552,20.59366
57,-16.493530500000002,20.139656
58,-16.548048,19.697191
59,-16.604104500000002,19.267677
60,-16.6617,18.83968
61,-16.7208345,18.404692
62,-16.781508,17.959576
63,-16.8437205,17.527996
64,-16.907472,17.079134
65,-16.9727625,16.640154
66,-17.039592,16.210827
67,-17.1079605,15.80637
68,-17.177868,15.4222765
69,-17.2493145,15.051358
70,-17.322300000000002,14.660042
71,-17.3968245,14.273557
72,-17.472888,13.898182
73,-17.5504905,13.535231
74,-17.629632,13.172587
75,-17.710312499999997,12.81241
76,-17.792532,12.447121
77,-17.8762905,12.095712
78,-17.961588,11.753089
79,-18.0484245,11.413654
80,-18.1368,11.100826
81,-18.2267145,10.831307
82,-18.318168,10.582139
83,-18.4111605,10.331578
84,-18.505692,10.112349
85,-18.6017625,9.930405
86,-18.699372,9.707123
87,-18.7985205,9.482215
88,-18.899208,9.25732
89,-19.0014345,9.042143
90,-19.1052,8.85877
91,-19.210504500000003,8.681658
92,-19.317348000000003,8.509798
93,-19.4257305,8.339286
94,-19.535652,8.168702
95,-19.6471125,7.9980435
96,-19.760112000000003,7.8273134
97,-19.8746505,7.657369
98,-19.990728,7.4877195
99,-20.1083445,7.3179994
100,-20.2275,7.1482077
101,-20.3481945,6.978346
102,-20.470428,6.8084116
103,-20.5942005,6.6384068
104,-20.719512,6.468331
105,-20.8463625,6.2993
106,-20.974752,6.141321
107,-21.1046805,5.9832544
108,-21.236148,5.8250985
109,-21.3691545,5.6677465
110,-21.5037,5.5144362
111,-21.6397845,5.3610277
112,-21.777408,5.2075243
113,-21.9165705,5.0539236
114,-22.057272,4.9002275
115,-22.1995125,4.7464347
116,-22.343292,4.592545
117,-22.4886105,4.4403996
118,-22.635468,4.2896256
119,-22.7838645,4.13877
120,-22.9338,3.9903452
121,-23.0852745,3.8420675
0,-15.4875,97.21509
1,-15.455216875,94.74892
2,-15.424429999999996,92.43771
3,-15.395139374999998,90.1245
4,-15.367345,87.8086
5,-15.341046875,85.49396
6,-15.316245,83.18056
7,-15.292939375,81.078156
8,-15.27113,79.22032
9,-15.250816874999998,77.198975
10,-15.231999999999998,74.96953
11,-15.214679375,72.55753
12,-15.198855,70.310165
13,-15.184526875,67.37033
14,-15.171695,63.22074
15,-15.160359375,60.69701
16,-15.150519999999998,58.37499
17,-15.142176875000002,56.57415
18,-15.13533,54.346416
19,-15.129979375,52.29956
20,-15.126124999999998,50.706833
21,-15.123766874999998,49.10374
22,-15.122905,47.501656
23,-15.123539375,45.832474
24,-15.12567,44.149757
25,-15.129296874999998,42.979904
26,-15.13442,41.808304
27,-15.141039374999998,40.672676
28,-15.149155,39.741302
29,-15.158766875,38.799828
30,-15.169875,37.824257
31,-15.182479375,36.794006
32,-15.196580000000004,35.716927
33,-15.212176874999995,34.64943
34,-15.22927,33.66629
35,-15.247859375,32.689156
36,-15.267945,31.712442
37,-15.289526874999998,30.741156
38,-15.312605,29.873682
39,-15.337179375,29.031374
40,-15.363249999999995,28.200117
41,-15.390816875,27.517307
42,-15.41988,26.889738
43,-15.450439375000002,26.302252
44,-15.482495,25.784842
45,-15.516046875,25.272547
46,-15.551095,24.814478
47,-15.587639374999998,24.354708
48,-15.62568,23.898924
49,-15.665216875,23.438715
50,-15.70625,23.02175
51,-15.748779374999998,22.598143
52,-15.792805,22.188953
53,-15.838326875,21.79026
54,-15.885345,21.38801
55,-15.933859374999995,20.979456
56,-15.98387,20.534569
57,-16.035376875,20.084528
58,-16.08838,19.661177
59,-16.142879375,19.231838
60,-16.198874999999997,18.795277
61,-16.256366874999998,18.352667
62,-16.315355,17.902699
63,-16.375839374999998,17.467108
64,-16.43782,17.039335
65,-16.501296875,16.591475
66,-16.566269999999996,16.162811
67,-16.632739375,15.745712
68,-16.700705,15.354325
69,-16.770166874999997,14.968441
70,-16.841124999999998,14.576219
71,-16.913579375,14.186474
72,-16.98753,13.803339
73,-17.062976875,13.437986
74,-17.13992,13.074904
75,-17.218359375,12.712359
76,-17.298295000000003,12.371643
77,-17.379726875,12.018879
78,-17.462654999999998,11.672678
79,-17.547079374999996,11.344689
80,-17.633000000000003,11.025003
81,-17.720416875,10.763853
82,-17.80933,10.53681
83,-17.899739375,10.303372
84,-17.991645,10.094812
85,-18.085046875,9.896091
86,-18.179945,9.715231
87,-18.276339375,9.489418
88,-18.37423,9.266027
89,-18.473616875,9.055464
90,-18.5745,8.876744
91,-18.676879375,8.70541
92,-18.780755000000003,8.5351095
93,-18.886126875,8.364739
94,-18.992995,8.194299
95,-19.101359375,8.023788
96,-19.21122,7.8532057
97,-19.322576875,7.6828666
98,-19.43543,7.513366
99,-19.549779375,7.3437967
100,-19.665625,7.174158
101,-19.782966875,7.0044494
102,-19.901805,6.834673
103,-20.022139375,6.6648283
104,-20.14397,6.4949126
105,-20.267296875,6.332342
106,-20.39212,6.1745667
107,-20.518439375,6.016705
108,-20.646255,5.858759
109,-20.775566875,5.704916
110,-20.906375,5.55184
111,-21.038679375,5.398668
112,-21.17248,5.2454033
113,-21.307776875,5.092045
114,-21.44457,4.938594
115,-21.582859375,4.7850485
116,-21.722645,4.6314087
117,-21.863926875,4.4776764
118,-22.006705,4.32385
119,-22.150979375,4.172856
120,-22.29675,4.022141
121,-22.444016875,3.8713458
0,-15.044999999999998,96.85664
1,-15.01363925,94.40211
2,-14.983731999999996,92.07138
3,-14.955278249999996,89.75964
4,-14.928278,87.4444
5,-14.90273125,85.13039
6,-14.878637999999995,82.817566
7,-14.85599825,80.734024
8,-14.834812,78.969025
9,-14.815079249999998,76.93149
10,-14.796799999999998,74.658745
11,-14.77997425,72.24077
12,-14.764602,69.79181
13,-14.75068325,66.6893
14,-14.738217999999998,62.71743
15,-14.727206249999998,60.19408
16,-14.717648,58.009754
17,-14.70954325,56.221672
18,-14.702892,54.005272
19,-14.69769425,51.987686
20,-14.69395,50.412285
21,-14.691659249999995,48.80924
22,-14.690822,47.20717
23,-14.69143825,45.532616
24,-14.693508,44.017353
25,-14.697031249999998,42.8464
26,-14.702008,41.67476
27,-14.70843825,40.53183
28,-14.716322,39.601044
29,-14.725659249999998,38.661804
30,-14.73645,37.691944
31,-14.74869425,36.67339
32,-14.762392000000002,35.59824
33,-14.777543249999995,34.526573
34,-14.794147999999998,33.546135
35,-14.81220625,32.56886
36,-14.831718000000002,31.59198
37,-14.852683249999997,30.616789
38,-14.875101999999998,29.747828
39,-14.89897425,28.915688
40,-14.924299999999995,28.110048
41,-14.95107925,27.43118
42,-14.979312,26.802715
43,-15.00899825,26.218359
44,-15.040138,25.704012
45,-15.07273125,25.188576
46,-15.106778,24.73039
47,-15.14227825,24.271776
48,-15.179232,23.814583
49,-15.21763925,23.367458
50,-15.2575,22.948887
51,-15.298814249999998,22.524113
52,-15.341582,22.113216
53,-15.38580325,21.714956
54,-15.431477999999998,21.316565
55,-15.47860625,20.899817
56,-15.527188,20.472912
57,-15.57722325,20.028446
58,-15.628712,19.605669
59,-15.68165425,19.19145
60,-15.73605,18.74849
61,-15.791899249999998,18.300638
62,-15.849202,17.851282
63,-15.907958249999998,17.407154
64,-15.968168,16.989706
65,-16.02983125,16.55012
66,-16.092947999999996,16.103952
67,-16.15751825,15.685101
68,-16.223542,15.286377
69,-16.291019249999998,14.890236
70,-16.359949999999998,14.490865
71,-16.43033425,14.101137
72,-16.502171999999998,13.716965
73,-16.57546325,13.346472
74,-16.650208,12.9772215
75,-16.726406249999997,12.626823
76,-16.804058,12.285709
77,-16.88316325,11.947453
78,-16.963722,11.609283
79,-17.045734249999995,11.290608
80,-17.1292,10.983734
81,-17.21411925,10.710381
82,-17.300492,10.480482
83,-17.388318249999998,10.284514
84,-17.477597999999997,10.085878
85,-17.56833125,9.880344
86,-17.660517999999996,9.688858
87,-17.75415825,9.510013
88,-17.849251999999996,9.293308
89,-17.945799249999997,9.082856
90,-18.0438,8.900673
91,-18.14325425,8.730581
92,-18.244162000000003,8.560421
93,-18.34652325,8.390194
94,-18.450338,8.219896
95,-18.55560625,8.049531
96,-18.662328,7.879097
97,-18.77050325,7.708596
98,-18.880132,7.539012
99,-18.99121425,7.3695936
100,-19.10375,7.2001085
101,-19.21773925,7.030556
102,-19.333182,6.860935
103,-19.45007825,6.6912494
104,-19.568428,6.522872
105,-19.68823125,6.365383
106,-19.809487999999995,6.2078114
107,-19.93219825,6.0501566
108,-20.056362,5.894837
109,-20.18197925,5.742084
110,-20.30905,5.5892415
111,-20.43757425,5.4363074
112,-20.567552,5.2832823
113,-20.69898325,5.1301665
114,-20.831868,4.9769597
115,-20.96620625,4.823662
116,-21.101998,4.670273
117,-21.23924325,4.5167933
118,-21.377942,4.363221
119,-21.51809425,4.209559
120,-21.6597,4.058135
121,-21.80275925,3.914674
0,-14.6025,96.48912
1,-14.572061625,94.06416
2,-14.543033999999995,91.70504
3,-14.515417124999995,89.394775
4,-14.489211,87.08021
5,-14.464415625,84.766815
6,-14.441030999999995,82.45458
7,-14.419057124999998,80.4787
8,-14.398494,78.7715
9,-14.379341625,76.73149
10,-14.361599999999996,74.40535
11,-14.345269124999998,71.81904
12,-14.330349,69.20755
13,-14.316839625,65.95231
14,-14.304740999999998,62.2129
15,-14.294053124999998,59.682625
16,-14.284776,57.639835
17,-14.276909625000002,55.856213
18,-14.270453999999996,53.66413
19,-14.265409125,51.67581
20,-14.261774999999998,50.117737
21,-14.259551624999997,48.514732
22,-14.258738999999998,46.91268
23,-14.259337124999998,45.35353
24,-14.261346,43.88495
25,-14.264765624999995,42.71309
26,-14.269595999999998,41.54164
27,-14.275837125,40.39164
28,-14.283489,39.460777
29,-14.292551624999998,38.52267
30,-14.303025,37.555748
31,-14.314909125,36.553097
32,-14.328204,35.480125
33,-14.342909624999995,34.403797
34,-14.359025999999998,33.42598
35,-14.376553125,32.448555
36,-14.395491000000002,31.471521
37,-14.415839624999997,30.4938
38,-14.437599,29.624697
39,-14.460769125,28.799997
40,-14.485349999999997,28.03082
41,-14.511341624999998,27.345596
42,-14.538744,26.716402
43,-14.567557125,26.134571
44,-14.597780999999998,25.621817
45,-14.629415624999998,25.105486
46,-14.662461,24.64623
47,-14.696917125,24.187788
48,-14.732784,23.742802
49,-14.770061625,23.301268
50,-14.808749999999998,22.871477
51,-14.848849124999996,22.450083
52,-14.890358999999998,22.035723
53,-14.933279625,21.63118
54,-14.977610999999998,21.222218
55,-15.023353124999998,20.8192
56,-15.070505999999998,20.393732
57,-15.119069625,19.967655
58,-15.169044,19.547377
59,-15.220429125,19.12678
60,-15.273224999999998,18.694765
61,-15.327431625,18.248825
62,-15.383049,17.797108
63,-15.440077124999998,17.347546
64,-15.498516,16.921173
65,-15.558365625,16.495409
66,-15.619625999999997,16.044397
67,-15.682297125,15.624969
68,-15.746379,15.224213
69,-15.811871624999998,14.815813
70,-15.878775,14.40551
71,-15.947089125,14.015802
72,-16.016814,13.63059
73,-16.087949624999997,13.259714
74,-16.160496,12.896299
75,-16.234453124999998,12.545512
76,-16.309821,12.205531
77,-16.386599625,11.879735
78,-16.464789,11.565992
79,-16.544389124999995,11.25917
80,-16.6254,10.955622
81,-16.707821625,10.675501
82,-16.791653999999998,10.429392
83,-16.876897124999996,10.241965
84,-16.963551,10.066177
85,-17.051615624999997,9.877617
86,-17.141090999999996,9.681747
87,-17.231977125,9.49894
88,-17.324273999999996,9.323111
89,-17.417981624999996,9.114784
90,-17.513099999999998,8.93212
91,-17.609629124999998,8.760561
92,-17.707569,8.588919
93,-17.806919625,8.417189
94,-17.907681,8.245494
95,-18.009853125,8.075274
96,-18.113436,7.90499
97,-18.218429625,7.7346377
98,-18.324834,7.564659
99,-18.432649125,7.395391
100,-18.541875,7.226058
101,-18.652511625,7.0566607
102,-18.764559,6.8871975
103,-18.878017125,6.7176695
104,-18.992885999999995,6.5557127
105,-19.109165625,6.3984256
106,-19.226855999999994,6.2410564
107,-19.345957125,6.0842066
108,-19.466469,5.931775
109,-19.588391625,5.7792463
110,-19.711725,5.6265774
111,-19.836469125,5.4738235
112,-19.962624,5.320985
113,-20.090189625,5.1680613
114,-20.219166,5.015053
115,-20.349553125,4.8619595
116,-20.481351,4.708781
117,-20.614559625,4.555518
118,-20.749179,4.402169
119,-20.885209125,4.25354
120,-21.02265,4.1071787
121,-21.161501625,3.9591749
0,-14.16,96.126854
1,-14.130484000000004,93.72981
2,-14.102335999999998,91.338715
3,-14.075556,89.02994
4,-14.050144,86.72638
5,-14.0261,84.44255
6,-14.003424,82.17581
7,-13.982116,80.309296
8,-13.962176,78.600174
9,-13.943604,76.57278
10,-13.9264,74.15196
11,-13.910564,71.39731
12,-13.896096,68.62327
13,-13.882996,65.17709
14,-13.871264,61.720745
15,-13.8609,59.092693
16,-13.851904,57.252346
17,-13.844276000000002,55.489185
18,-13.838016,53.321938
19,-13.833124000000002,51.36393
20,-13.8296,49.818184
21,-13.827443999999998,48.22023
22,-13.826656,46.71237
23,-13.827236,45.184383
24,-13.829184,43.737152
25,-13.8325,42.58002
26,-13.837184,41.40853
27,-13.843236,40.251453
28,-13.850656,39.32052
29,-13.859444,38.383537
30,-13.8696,37.417557
31,-13.881124,36.428787
32,-13.894016000000002,35.362022
33,-13.908276,34.28378
34,-13.923904,33.305824
35,-13.9409,32.328255
36,-13.959264000000005,31.35106
37,-13.978996,30.377493
38,-14.000096,29.503374
39,-14.022564,28.679018
40,-14.046399999999998,27.951593
41,-14.071604,27.263239
42,-14.098176000000002,26.63054
43,-14.126116000000003,26.0525
44,-14.155424,25.53792
45,-14.1861,25.021208
46,-14.218144000000002,24.562056
47,-14.251556,24.108398
48,-14.286336,23.674652
49,-14.322484,23.236088
50,-14.36,22.79408
51,-14.398884,22.375986
52,-14.439136,21.958227
53,-14.480756,21.537273
54,-14.523744,21.12673
55,-14.5681,20.71713
56,-14.613824,20.298494
57,-14.660916,19.883955
58,-14.709376,19.47613
59,-14.759204,19.047586
60,-14.8104,18.610767
61,-14.862964,18.177317
62,-14.916896,17.733168
63,-14.972196,17.281034
64,-15.028864,16.853672
65,-15.0869,16.429615
66,-15.146304,15.979623
67,-15.207076,15.562043
68,-15.269216,15.161658
69,-15.332724,14.738995
70,-15.3976,14.323259
71,-15.463844000000002,13.930467
72,-15.531456,13.544215
73,-15.600436,13.177341
74,-15.670784,12.829281
75,-15.7425,12.484488
76,-15.815584,12.144729
77,-15.890036000000002,11.814785
78,-15.965856,11.533279
79,-16.043044,11.228601
80,-16.1216,10.930298
81,-16.201524000000003,10.649536
82,-16.282816,10.384001
83,-16.365475999999997,10.200531
84,-16.449504,10.018036
85,-16.5349,9.859662
86,-16.621664,9.6665945
87,-16.709796,9.475309
88,-16.799296,9.314495
89,-16.890164,9.144889
90,-16.9824,8.963991
91,-17.076004,8.792607
92,-17.170976000000003,8.621141
93,-17.267316,8.449594
94,-17.365024000000002,8.277798
95,-17.4641,8.105488
96,-17.564544,7.9331117
97,-17.666356,7.7606716
98,-17.769536,7.588822
99,-17.874084,7.419256
100,-17.98,7.249744
101,-18.087284,7.0801787
102,-18.195936,6.910562
103,-18.305956,6.744567
104,-18.417344,6.587468
105,-18.5301,6.430295
106,-18.644224,6.2730465
107,-18.759716,6.1195803
108,-18.876576,5.9673014
109,-18.994804,5.814938
110,-19.1144,5.6624947
111,-19.235364,5.5099673
112,-19.357696,5.357358
113,-19.481396,5.204667
114,-19.606464000000003,5.051894
115,-19.7329,4.8990383
116,-19.860704,4.7460995
117,-19.989876,4.59308
118,-20.120416,4.4455657
119,-20.252324,4.2983155
120,-20.3856,4.1489687
121,-20.520244,3.9995368
0,-13.7175,95.7646
1,-13.688906375000002,93.39851
2,-13.661637999999998,91.00611
3,-13.635694875,88.72447
4,-13.611077,86.437225
5,-13.587784375,84.1539
6,-13.565817,81.98665
7,-13.545174875,80.13988
8,-13.525858,78.428825
9,-13.507866375,76.414055
10,-13.4912,73.90087
11,-13.475858875,70.975586
12,-13.461843,68.039
13,-13.449152375,64.395805
14,-13.437787,61.26012
15,-13.427746875,58.58354
16,-13.419032,56.864853
17,-13.411642375000003,55.121964
18,-13.405578,52.961433
19,-13.400838875000002,51.05206
20,-13.397425,49.506382
21,-13.395336374999998,47.97442
22,-13.394573,46.56422
23,-13.395134875,45.014378
24,-13.397022000000002,43.57788
25,-13.400234375,42.446953
26,-13.404772,41.275417
27,-13.410634875,40.111267
28,-13.417823,39.180252
29,-13.426336375,38.244408
30,-13.436175,37.279327
31,-13.447338875,36.29916
32,-13.459828000000002,35.243908
33,-13.473642375,34.16387
34,-13.488782,33.18567
35,-13.505246875,32.20795
36,-13.523037000000002,31.230602
37,-13.542152375,30.262396
38,-13.562593,29.381937
39,-13.584358875,28.579971
40,-13.607449999999998,27.87237
41,-13.631866375,27.18088
42,-13.657608000000002,26.54468
43,-13.684674875000002,25.971361
44,-13.713067,25.452805
45,-13.742784375,24.936926
46,-13.773827,24.476604
47,-13.806194875,24.040522
48,-13.839888,23.60594
49,-13.874906375,23.164711
50,-13.91125,22.721441
51,-13.948918875,22.298286
52,-13.987913,21.873423
53,-14.028232375,21.432676
54,-14.069877,21.01869
55,-14.112846875,20.607523
56,-14.157142,20.189837
57,-14.202762375,19.787413
58,-14.249708,19.39282
59,-14.297978875,18.962326
60,-14.347575,18.522259
61,-14.398496375,18.092363
62,-14.450743,17.658852
63,-14.504314875,17.220724
64,-14.559212,16.788956
65,-14.615434375,16.354242
66,-14.672981999999998,15.921406
67,-14.731854875000002,15.494219
68,-14.792053,15.087812
69,-14.853576375,14.666481
70,-14.916425,14.246115
71,-14.980598875,13.845131
72,-15.046098,13.460066
73,-15.112922375,13.113778
74,-15.181072,12.768551
75,-15.250546875,12.428379
76,-15.321347,12.092235
77,-15.393472375000002,11.77519
78,-15.466923,11.486835
79,-15.541698874999998,11.198033
80,-15.6178,10.904621
81,-15.695226375,10.623571
82,-15.773978,10.362433
83,-15.854054875,10.168085
84,-15.935457,9.983892
85,-16.018184375,9.8173485
86,-16.102237,9.648836
87,-16.187614875,9.462362
88,-16.274317999999997,9.284313
89,-16.362346374999998,9.131552
90,-16.4517,8.968618
91,-16.542378875,8.804058
92,-16.634383000000003,8.639505
93,-16.727712375,8.474958
94,-16.822367,8.303687
95,-16.918346875,8.131524
96,-17.015652000000003,7.9592996
97,-17.114282375,7.78701
98,-17.214237999999998,7.6146584
99,-17.315518875,7.442788
100,-17.418125,7.271495
101,-17.522056375000002,7.1017694
102,-17.627313,6.932622
103,-17.733894874999997,6.7769365
104,-17.841801999999998,6.6213555
105,-17.951034375,6.465683
106,-18.061592,6.311498
107,-18.173474875,6.1597705
108,-18.286683,6.007942
109,-18.401216375,5.8560157
110,-18.517075,5.70399
111,-18.634258875,5.551864
112,-18.752768,5.3996396
113,-18.872602375,5.2473154
114,-18.993762,5.0948915
115,-19.116246875,4.9423685
